Uniprot,Protein Symbol,Article Count,Interactions,GO Score,GO Terms
Q8WYB5,KAT6B,167,6,8,"['GO:0000785', 'GO:0070776', 'GO:0005654', 'GO:0000786', 'GO:0005634', 'GO:0003682', 'GO:0003677', 'GO:0004402', 'GO:0010484', 'GO:0036408', 'GO:0046872', 'GO:0061733', 'GO:0003713', 'GO:0003712', 'GO:0045892', 'GO:0006334', 'GO:0045893', 'GO:0045944', 'GO:0050793', 'GO:0006355', 'GO:1903706', 'GO:0006357']"
Q8WZ42,TTN,2275,34,-1,"['GO:0000794', 'GO:0005829', 'GO:0070062', 'GO:0005576', 'GO:0031674', 'GO:0031430', 'GO:0005865', 'GO:0030018', 'GO:0051015', 'GO:0042805', 'GO:0005524', 'GO:0005509', 'GO:0005516', 'GO:0019899', 'GO:0042802', 'GO:0051371', 'GO:0002020', 'GO:0042803', 'GO:0019901', 'GO:0019887', 'GO:0106310', 'GO:0004674', 'GO:0004713', 'GO:0008307', 'GO:0097493', 'GO:0031433', 'GO:0055013', 'GO:0060048', 'GO:0003300', 'GO:0055008', 'GO:0055003', 'GO:0035995', 'GO:0007076', 'GO:0006936', 'GO:0010628', 'GO:0050714', 'GO:0010737', 'GO:0051592', 'GO:0045214', 'GO:0048769', 'GO:0030241', 'GO:0030240', 'GO:0006941']"
Q92540,SMG7,87,7,1,"['GO:0005737', 'GO:0005829', 'GO:0005634', 'GO:0005697', 'GO:0051721', 'GO:0070034', 'GO:0042162', 'GO:0006406', 'GO:0000184', 'GO:0035303']"
Q92544,TM9SF4,27,1,0,"['GO:0005769', 'GO:0005794', 'GO:0016020', 'GO:0007155', 'GO:0006909', 'GO:0070863', 'GO:2000010', 'GO:0072657', 'GO:0051453', 'GO:0001666', 'GO:0070072']"
Q92621,NUP205,64,9,0,"['GO:0005829', 'GO:0016020', 'GO:0005635', 'GO:0031965', 'GO:0034399', 'GO:0005643', 'GO:0044611', 'GO:0017056', 'GO:0051028', 'GO:0051292', 'GO:0006999', 'GO:0006913', 'GO:0015031']"
Q92769,HDAC2,2542,22,7,"['GO:0000785', 'GO:0000781', 'GO:0005737', 'GO:0035098', 'GO:0000118', 'GO:0005654', 'GO:0005634', 'GO:0016581', 'GO:0032991', 'GO:0070822', 'GO:0003682', 'GO:0019899', 'GO:0031072', 'GO:0042393', 'GO:0004407', 'GO:0042826', 'GO:0160009', 'GO:0051059', 'GO:1990841', 'GO:0160010', 'GO:0033558', 'GO:0003723', 'GO:0061629', 'GO:0048149', 'GO:0003300', 'GO:1903351', 'GO:0034605', 'GO:0070301', 'GO:0071300', 'GO:0071560', 'GO:0006338', 'GO:0032922', 'GO:0016358', 'GO:0042733', 'GO:0009913', 'GO:0061029', 'GO:0061198', 'GO:0060789', 'GO:0031507', 'GO:0043066', 'GO:0030336', 'GO:0061000', 'GO:0043433', 'GO:0045892', 'GO:0045347', 'GO:0010977', 'GO:2000757', 'GO:1902455', 'GO:0010944', 'GO:0000122', 'GO:0030512', 'GO:0042475', 'GO:0008284', 'GO:0032967', 'GO:0045893', 'GO:0010718', 'GO:0032732', 'GO:1902437', 'GO:0048714', 'GO:0045862', 'GO:2000273', 'GO:1902459', 'GO:0045944', 'GO:0032760', 'GO:0042531', 'GO:0036211', 'GO:0042659', 'GO:2000736', 'GO:0001975', 'GO:1904645', 'GO:0031000', 'GO:0042220', 'GO:0055093', 'GO:0032496', 'GO:0035094', 'GO:0009410']"
Q92890,UFD1,265,9,0,"['GO:0005829', 'GO:0005654', 'GO:0005634', 'GO:0036501', 'GO:0034098', 'GO:0004843', 'GO:0036435', 'GO:0031593', 'GO:0071218', 'GO:0036503', 'GO:0039536', 'GO:0032480', 'GO:0043161', 'GO:0030970', 'GO:0001501', 'GO:0006511']"
Q92928,NA,0,0,0,"['GO:0005737', 'GO:0012505', 'GO:0016020', 'GO:0003925', 'GO:0005525', 'GO:0003924', 'GO:0000045', 'GO:0006886']"
Q92935,EXTL1,27,0,0,"['GO:0005789', 'GO:0005794', 'GO:0008375', 'GO:0050508', 'GO:0015020', 'GO:0015012', 'GO:0006486', 'GO:0001501']"
Q96A32,MYLPF,58,27,-2,"['GO:0005737', 'GO:0005829', 'GO:0005765', 'GO:0005859', 'GO:0005509', 'GO:0008307', 'GO:0033275', 'GO:0006955', 'GO:0006936', 'GO:0060415', 'GO:0007519']"
Q96BD0,SLCO4A1,90,1,0,"['GO:0016323', 'GO:0005886', 'GO:0008514', 'GO:0015132', 'GO:0015347', 'GO:0015349', 'GO:0006811', 'GO:0043252']"
Q96C92,ENTR1,12,2,0,"['GO:0005813', 'GO:0036064', 'GO:0005769', 'GO:0005768', 'GO:0030496', 'GO:0055037', 'GO:0051301', 'GO:0030030', 'GO:0032456', 'GO:0045724', 'GO:1903566', 'GO:0015031', 'GO:0032465']"
Q96CN9,GCC1,25,8,0,"['GO:0005829', 'GO:0005794', 'GO:0000139', 'GO:0000138', 'GO:0031267']"
Q96DE5,ANAPC16,3,3,0,"['GO:0005680', 'GO:0005829', 'GO:0000776', 'GO:0005654', 'GO:0031145', 'GO:0051301', 'GO:0070979', 'GO:0070936', 'GO:0016567', 'GO:0051445', 'GO:0007346']"
Q96DI7,SNRNP40,10,5,-4,"['GO:0071013', 'GO:0005829', 'GO:0016607', 'GO:0005654', 'GO:0005634', 'GO:0005732', 'GO:0071007', 'GO:0046540', 'GO:0005682', 'GO:0003723', 'GO:0000398', 'GO:0006396', 'GO:0008380', 'GO:0000375']"
Q96DV4,MRPL38,14,2,-1,"['GO:0005829', 'GO:0005743', 'GO:0005762', 'GO:0005739', 'GO:0032543']"
Q96EH3,MALSU1,18,3,-2,"['GO:0005829', 'GO:0005759', 'GO:0005739', 'GO:0140978', 'GO:0043023', 'GO:0070130', 'GO:0090071', 'GO:0017148', 'GO:0042273']"
Q96FN4,CPNE2,3,1,0,"['GO:0005737', 'GO:0070062', 'GO:0005634', 'GO:0005886', 'GO:0005544', 'GO:0046872', 'GO:0071277']"
Q96GM5,SMARCD1,91,6,5,"['GO:0035060', 'GO:0000785', 'GO:0140288', 'GO:0043231', 'GO:0000776', 'GO:0071565', 'GO:0071564', 'GO:0016363', 'GO:0005654', 'GO:0005634', 'GO:0016586', 'GO:0016514', 'GO:0003682', 'GO:0060090', 'GO:0005102', 'GO:0003713', 'GO:0003712', 'GO:0071398', 'GO:0006338', 'GO:0045596', 'GO:0007399', 'GO:0006337', 'GO:0045597', 'GO:0008284', 'GO:2000781', 'GO:0045663', 'GO:1902459', 'GO:0045582', 'GO:0070316', 'GO:2000045', 'GO:0030071', 'GO:2000819', 'GO:0006357', 'GO:0045815']"
Q96GR2,ACSBG1,29,1,0,"['GO:0005737', 'GO:0031410', 'GO:0005829', 'GO:0005783', 'GO:0005886', 'GO:0005524', 'GO:0004467', 'GO:0031957', 'GO:0042759', 'GO:0001676', 'GO:0035338', 'GO:0042552', 'GO:0051384', 'GO:0000038']"
Q96H20,SNF8,30,1,2,"['GO:0005737', 'GO:0005829', 'GO:0010008', 'GO:0000814', 'GO:0070062', 'GO:0031902', 'GO:0016020', 'GO:0005654', 'GO:0005634', 'GO:0048471', 'GO:0005886', 'GO:0055037', 'GO:0005667', 'GO:0016247', 'GO:0008289', 'GO:0042803', 'GO:0045022', 'GO:0032456', 'GO:0016236', 'GO:0090148', 'GO:0036258', 'GO:0071985', 'GO:1903543', 'GO:0010628', 'GO:0045732', 'GO:0043328', 'GO:0042176', 'GO:0061635', 'GO:0006357']"
Q96HP0,DOCK6,108,4,0,"['GO:0005829', 'GO:0048471', 'GO:0005085', 'GO:0007264']"
Q96HW7,INTS4,11,12,0,"['GO:0032039', 'GO:0005730', 'GO:0005654', 'GO:0005634', 'GO:0034243', 'GO:0016180']"
Q96JH7,VCPIP1,25,7,1,"['GO:0005737', 'GO:0005788', 'GO:0005795', 'GO:0005634', 'GO:0004843', 'GO:0006974', 'GO:0016320', 'GO:0090168', 'GO:0016579', 'GO:0035871', 'GO:0071108', 'GO:0016567', 'GO:0106300', 'GO:0006508', 'GO:1905634']"
Q96KC8,DNAJC1,34,2,0,"['GO:0012505', 'GO:0005783', 'GO:0005789', 'GO:0016020', 'GO:0031965', 'GO:0005886', 'GO:0001671', 'GO:0003677', 'GO:0051087', 'GO:0045861', 'GO:0006457', 'GO:0050708', 'GO:0006417']"
Q96KS0,EGLN2,145,3,0,"['GO:0005737', 'GO:0005654', 'GO:0005634', 'GO:0016706', 'GO:0008198', 'GO:0160082', 'GO:0031418', 'GO:0019826', 'GO:0031545', 'GO:0045454', 'GO:0071456', 'GO:0030520', 'GO:0018401', 'GO:0045732', 'GO:0001558', 'GO:0043523', 'GO:0001666']"
Q96L14,NA,0,0,0,['GO:0042802']
Q96L93,KIF16B,39,1,0,"['GO:0005737', 'GO:0005829', 'GO:0005769', 'GO:0031901', 'GO:0005768', 'GO:0005871', 'GO:0005874', 'GO:0005819', 'GO:0005524', 'GO:0016887', 'GO:0008017', 'GO:0005547', 'GO:0043325', 'GO:0080025', 'GO:0032266', 'GO:0008574', 'GO:0045022', 'GO:0007492', 'GO:0007173', 'GO:0008543', 'GO:0001704', 'GO:0006895', 'GO:0007018', 'GO:0032801', 'GO:0001919']"
Q96M86,DNHD1,11,1,0,"['GO:0070062', 'GO:0036156', 'GO:0036126', 'GO:0005524', 'GO:0045505', 'GO:0051959', 'GO:0008569', 'GO:0030317', 'GO:0120316']"
Q96ME1,NA,0,1,0,"['GO:0005829', 'GO:0019005', 'GO:0031146']"
Q96N11,INTS15,3,2,0,['GO:0032039']
Q96PI1,SPRR4,10,0,0,"['GO:0005938', 'GO:0031424']"
Q96PV4,PNMA5,9,0,0,"['GO:0042802', 'GO:0043065']"
Q96QP1,ALPK1,100,1,0,"['GO:0005813', 'GO:0005929', 'GO:0005829', 'GO:0000922', 'GO:0005524', 'GO:0048029', 'GO:0106310', 'GO:0004674', 'GO:0060271', 'GO:0002753', 'GO:0045087', 'GO:0043123']"
Q96RS0,TGS1,97,5,0,"['GO:0015030', 'GO:0005737', 'GO:0005829', 'GO:0005615', 'GO:0005730', 'GO:0005654', 'GO:0005634', 'GO:0030532', 'GO:0071164', 'GO:0008173', 'GO:0036261', 'GO:0022613', 'GO:0000387']"
Q96RT8,TUBGCP5,43,7,0,"['GO:0005813', 'GO:0005829', 'GO:0000923', 'GO:0000930', 'GO:0000931', 'GO:0005874', 'GO:0000922', 'GO:0043015', 'GO:0008017', 'GO:0031122', 'GO:0051321', 'GO:0007020', 'GO:0000278', 'GO:0051225']"
Q96S38,RPS6KC1,13,1,0,"['GO:0005769', 'GO:0005768', 'GO:0005764', 'GO:0016020', 'GO:0005524', 'GO:0035091', 'GO:0106310', 'GO:0004674', 'GO:0007165']"
Q96SF7,TBX15,121,3,7,"['GO:0000785', 'GO:0005634', 'GO:0090571', 'GO:0000981', 'GO:0001227', 'GO:0042803', 'GO:0000978', 'GO:1990837', 'GO:0001708', 'GO:0048701', 'GO:0045893', 'GO:0006357']"
Q96T21,SECISBP2,103,1,1,"['GO:0005739', 'GO:0005654', 'GO:1990904', 'GO:0003677', 'GO:0003730', 'GO:0043021', 'GO:0003723', 'GO:0035368', 'GO:0021884', 'GO:2000623', 'GO:0001514', 'GO:0021756']"
Q96T51,RUFY1,23,1,0,"['GO:0005737', 'GO:0005829', 'GO:0031901', 'GO:0005768', 'GO:0043231', 'GO:0016607', 'GO:0042802', 'GO:0008289', 'GO:0046872', 'GO:0030674', 'GO:0042169', 'GO:0017124', 'GO:0034498', 'GO:0006897', 'GO:0034058', 'GO:0015031', 'GO:0030100', 'GO:0007264']"
Q96T76,MMS19,68,8,3,"['GO:0005813', 'GO:0097361', 'GO:0005737', 'GO:0005829', 'GO:0016020', 'GO:0071817', 'GO:0005654', 'GO:0005634', 'GO:0005819', 'GO:0005675', 'GO:0019899', 'GO:0030331', 'GO:0030674', 'GO:0030159', 'GO:0003713', 'GO:0007059', 'GO:0006281', 'GO:0097428']"
Q99543,DNAJC2,45,2,-1,"['GO:0005737', 'GO:0005829', 'GO:0031965', 'GO:0005730', 'GO:0005654', 'GO:0005634', 'GO:0001671', 'GO:0003682', 'GO:0042393', 'GO:0030544', 'GO:0043022', 'GO:0003723', 'GO:0061649', 'GO:0051083', 'GO:0006325', 'GO:0006260', 'GO:2000279', 'GO:0045893', 'GO:1900034', 'GO:0006450']"
Q99570,PIK3R4,76,9,0,"['GO:0005776', 'GO:0005930', 'GO:0005829', 'GO:0043231', 'GO:0005770', 'GO:0016020', 'GO:0015630', 'GO:0071561', 'GO:0030670', 'GO:0035032', 'GO:0034271', 'GO:0034272', 'GO:0005524', 'GO:0004672', 'GO:0106310', 'GO:0004674', 'GO:0097352', 'GO:0042149', 'GO:0045022', 'GO:0045324', 'GO:0016236', 'GO:0043491', 'GO:0036092', 'GO:0006468', 'GO:0006622', 'GO:0006623', 'GO:0032801', 'GO:0010506', 'GO:0032465', 'GO:0016241']"
Q99627,COPS8,36,5,0,"['GO:0008180', 'GO:0005737', 'GO:0005829', 'GO:0070062', 'GO:0005654', 'GO:0005634', 'GO:0048471', 'GO:0007250', 'GO:0010387', 'GO:0008285', 'GO:0000338', 'GO:0045116', 'GO:0006468', 'GO:2000434']"
Q99962,SH3GL2,140,7,0,"['GO:0042995', 'GO:0030669', 'GO:0005737', 'GO:0005829', 'GO:0005769', 'GO:0098978', 'GO:0000139', 'GO:0048471', 'GO:0005886', 'GO:0098793', 'GO:0042802', 'GO:0008289', 'GO:1990416', 'GO:0007417', 'GO:0097484', 'GO:1905604', 'GO:0010629', 'GO:0001933', 'GO:0031175', 'GO:0007165', 'GO:0016191']"
Q99986,VRK1,213,3,2,"['GO:0015030', 'GO:0000785', 'GO:0005829', 'GO:0005795', 'GO:0005730', 'GO:0005654', 'GO:0005634', 'GO:0005524', 'GO:0042393', 'GO:0141003', 'GO:0035175', 'GO:0072354', 'GO:0016301', 'GO:0031492', 'GO:0004672', 'GO:0019901', 'GO:0106310', 'GO:0004674', 'GO:0030576', 'GO:0051301', 'GO:0006338', 'GO:0006974', 'GO:0090166', 'GO:0007077', 'GO:0031175', 'GO:0120187', 'GO:0046777', 'GO:0006468', 'GO:2001222', 'GO:0007165']"
Q9BPZ3,PAIP2,62,2,-5,"['GO:0005737', 'GO:0003729', 'GO:0000900', 'GO:0030371', 'GO:0007613', 'GO:0017148', 'GO:0045947', 'GO:1900271', 'GO:0007283', 'GO:0006412']"
Q9BQ70,TCF25,23,3,3,"['GO:0005829', 'GO:0005634', 'GO:1990112', 'GO:0003677', 'GO:0003714', 'GO:0007507', 'GO:0000122', 'GO:0061945', 'GO:0072344']"
Q9BQS8,FYCO1,105,3,0,"['GO:0005776', 'GO:0005794', 'GO:0043231', 'GO:0005770', 'GO:0005764', 'GO:0016020', 'GO:0046872', 'GO:0072383', 'GO:1901098']"
Q9BRX2,PELO,282,3,-1,"['GO:0005737', 'GO:0022626', 'GO:1990533', 'GO:0046872', 'GO:0043022', 'GO:0170011', 'GO:0051301', 'GO:0051276', 'GO:0007492', 'GO:0001833', 'GO:0060231', 'GO:0070651', 'GO:0070966', 'GO:0070481', 'GO:0030513', 'GO:0006417', 'GO:0072344', 'GO:0032790', 'GO:0071025', 'GO:0019827']"
Q9BUI4,POLR3C,13,8,3,"['GO:0005829', 'GO:0005654', 'GO:0005666', 'GO:0003899', 'GO:0003697', 'GO:0051607', 'GO:0006351', 'GO:0045087', 'GO:0045089', 'GO:0032728', 'GO:0006359']"
Q9BUN8,DERL1,118,6,0,"['GO:0036513', 'GO:0036502', 'GO:0005769', 'GO:0005783', 'GO:0005789', 'GO:0044322', 'GO:0005770', 'GO:0016020', 'GO:0051117', 'GO:0042802', 'GO:0042288', 'GO:0002020', 'GO:0044877', 'GO:0005047', 'GO:0038023', 'GO:0031625', 'GO:1990381', 'GO:0071218', 'GO:0030968', 'GO:0036503', 'GO:0045184', 'GO:0031398', 'GO:0043161', 'GO:0031648', 'GO:0006986', 'GO:0030970']"
Q9BV94,EDEM2,45,3,0,"['GO:0005783', 'GO:0005788', 'GO:0044322', 'GO:0016020', 'GO:0005509', 'GO:0004571', 'GO:0005975', 'GO:0036503', 'GO:0006058', 'GO:1904154', 'GO:0006986', 'GO:0019082']"
Q9BX26,SYCP2,84,4,1,"['GO:0000779', 'GO:0000800', 'GO:0005634', 'GO:0000795', 'GO:0003677', 'GO:0006915', 'GO:0051301', 'GO:0035234', 'GO:0007143', 'GO:0009566', 'GO:0048808', 'GO:0007140', 'GO:0043066', 'GO:0051093', 'GO:2000242', 'GO:0007130']"
Q9BX40,LSM14B,14,4,-1,"['GO:1990904', 'GO:0003729', 'GO:0003723', 'GO:0006417']"
Q9BXB5,OSBPL10,32,1,0,"['GO:0005856', 'GO:0005829', 'GO:0016020', 'GO:0015485', 'GO:0001786', 'GO:0005548', 'GO:0036150']"
Q9BY89,KIAA1671,7,1,0,[]
Q9BYC2,OXCT2,2,0,0,"['GO:0005759', 'GO:0005739', 'GO:0031514', 'GO:0008260', 'GO:0046950', 'GO:0046952']"
Q9C029,TRIM7,46,0,0,"['GO:0005737', 'GO:0005794', 'GO:0005634', 'GO:0061630', 'GO:0008270', 'GO:0140374', 'GO:0016567']"
Q9H019,MTFR1L,4,0,0,"['GO:0005739', 'GO:0009060', 'GO:0000266']"
Q9H0M0,WWP1,214,6,1,"['GO:0005737', 'GO:0005829', 'GO:0070062', 'GO:0005634', 'GO:0005886', 'GO:0000151', 'GO:0061630', 'GO:0004842', 'GO:0007417', 'GO:0034220', 'GO:0045892', 'GO:0043161', 'GO:0016567', 'GO:0007165', 'GO:0046718']"
Q9H147,DNTTIP1,24,1,1,"['GO:0005694', 'GO:0000118', 'GO:0005730', 'GO:0005654', 'GO:0005634', 'GO:0003677', 'GO:0031491', 'GO:0042803']"
Q9H1I8,ASCC2,21,2,2,"['GO:0099053', 'GO:0022626', 'GO:1990391', 'GO:0016607', 'GO:0005654', 'GO:0005634', 'GO:0070530', 'GO:0043130', 'GO:0006307', 'GO:0032508', 'GO:0006355', 'GO:0072344', 'GO:0032790', 'GO:1990116']"
Q9H2V7,SPNS1,34,0,0,"['GO:0005765', 'GO:0016020', 'GO:0005743', 'GO:0022857', 'GO:0051977', 'GO:0033700', 'GO:0035751']"
Q9H3C7,GGNBP2,34,2,0,"['GO:0005737', 'GO:0031410', 'GO:0005634', 'GO:0030154', 'GO:0060716', 'GO:0008285', 'GO:0010629', 'GO:0033140', 'GO:0042532', 'GO:0007283']"
Q9H4G0,EPB41L1,29,4,-1,"['GO:0005856', 'GO:0005829', 'GO:0005886', 'GO:0003779', 'GO:0005198', 'GO:0031032', 'GO:0030866']"
Q9H4H8,FAM83D,63,5,0,"['GO:0005737', 'GO:0005829', 'GO:0045171', 'GO:0015630', 'GO:0072686', 'GO:0097431', 'GO:0005819', 'GO:0019894', 'GO:0008017', 'GO:0019901', 'GO:0051301', 'GO:0016477', 'GO:0008283', 'GO:0001837', 'GO:0051310', 'GO:1902808', 'GO:1902480', 'GO:0070372', 'GO:0042176', 'GO:0032006', 'GO:0007165']"
Q9H582,ZNF644,28,1,4,"['GO:0005634', 'GO:0000981', 'GO:0046872', 'GO:0000978', 'GO:0001222', 'GO:0006357']"
Q9H5I1,SUV39H2,145,5,3,"['GO:0000785', 'GO:0000775', 'GO:0005654', 'GO:0005634', 'GO:0140938', 'GO:0046974', 'GO:0140949', 'GO:1904047', 'GO:0000976', 'GO:1990756', 'GO:0008270', 'GO:0030154', 'GO:0071456', 'GO:0006325', 'GO:0006338', 'GO:0007623', 'GO:0044725', 'GO:0032259', 'GO:0045892', 'GO:0045814', 'GO:0000122']"
Q9H6S0,YTHDC2,207,9,0,"['GO:0005783', 'GO:0048471', 'GO:0035770', 'GO:0034458', 'GO:0005524', 'GO:0016887', 'GO:0008186', 'GO:0004386', 'GO:1990247', 'GO:0003723', 'GO:0070063', 'GO:0051729', 'GO:0051321', 'GO:0048599', 'GO:0044829', 'GO:0070555', 'GO:0034612', 'GO:0007286']"
Q9H6W3,RIOX1,24,1,1,"['GO:0005730', 'GO:0005654', 'GO:0005634', 'GO:0016706', 'GO:0051864', 'GO:0140680', 'GO:0032453', 'GO:0034647', 'GO:0005506', 'GO:0036139', 'GO:0140457', 'GO:0045892', 'GO:0045668']"
Q9H7D7,WDR26,51,3,0,"['GO:0005737', 'GO:0005829', 'GO:0034657', 'GO:0005739', 'GO:0005654', 'GO:0005634', 'GO:0000151', 'GO:0043161']"
Q9H7Z3,NRDE2,23,2,-1,"['GO:0016607', 'GO:0005730', 'GO:0005654', 'GO:0005634', 'GO:0051301', 'GO:0006974', 'GO:0000278', 'GO:0006397', 'GO:0048255', 'GO:1902369', 'GO:0046833', 'GO:0031048', 'GO:0008380']"
Q9H9A6,LRRC40,4,0,0,"['GO:0016020', 'GO:0007165']"
Q9HB96,FANCE,106,2,0,"['GO:0005813', 'GO:0000785', 'GO:0005694', 'GO:0005829', 'GO:0043240', 'GO:0005654', 'GO:0005634', 'GO:0036297']"
Q9HBE1,PATZ1,123,0,7,"['GO:0001673', 'GO:0005654', 'GO:0005634', 'GO:0003682', 'GO:0003677', 'GO:0001227', 'GO:0046872', 'GO:0000978', 'GO:0031625', 'GO:0008584', 'GO:0045892', 'GO:0010596', 'GO:0000122', 'GO:0045893', 'GO:0001817', 'GO:0006355', 'GO:0002682', 'GO:0007283', 'GO:0030217']"
Q9HBM1,SPC25,116,11,0,"['GO:0005829', 'GO:0000776', 'GO:0031262', 'GO:0005634', 'GO:0008608', 'GO:0051301', 'GO:0007059', 'GO:0007094', 'GO:0007052']"
Q9HCD6,TANC2,30,2,0,"['GO:0030424', 'GO:0043197', 'GO:0099519', 'GO:0060998', 'GO:0061001']"
Q9HCX4,TRPC7,178,0,0,"['GO:0034703', 'GO:0005635', 'GO:0048471', 'GO:0005886', 'GO:0005262', 'GO:0070679', 'GO:0015279', 'GO:0070588', 'GO:0051480', 'GO:0007338']"
Q9HD45,TM9SF3,14,1,0,"['GO:0016020', 'GO:0072657']"
Q9HD67,MYO10,180,3,-1,"['GO:0005938', 'GO:0005829', 'GO:0030175', 'GO:0031527', 'GO:0032433', 'GO:0030027', 'GO:0016459', 'GO:0043005', 'GO:0043025', 'GO:0005730', 'GO:0005886', 'GO:0001726', 'GO:0051015', 'GO:0005524', 'GO:0005516', 'GO:0000146', 'GO:0005547', 'GO:0060002', 'GO:0030507', 'GO:0030705', 'GO:0022409', 'GO:0008360', 'GO:0051489', 'GO:0007165']"
Q9NP77,SSU72,98,1,1,"['GO:0005829', 'GO:0005847', 'GO:0005654', 'GO:0017018', 'GO:0008420', 'GO:0180010', 'GO:0006369']"
Q9NQU5,PAK6,134,1,1,"['GO:0030054', 'GO:0005737', 'GO:0005829', 'GO:0001650', 'GO:0005654', 'GO:0014069', 'GO:0005524', 'GO:0045296', 'GO:0106310', 'GO:0004674', 'GO:0006915', 'GO:0007010', 'GO:0035556', 'GO:0007612', 'GO:0007626', 'GO:0007613', 'GO:0140058', 'GO:1990138', 'GO:0006355', 'GO:0043408']"
Q9NQU5,BUB1B-PAK6,0,1,1,"['GO:0030054', 'GO:0005737', 'GO:0005829', 'GO:0001650', 'GO:0005654', 'GO:0014069', 'GO:0005524', 'GO:0045296', 'GO:0106310', 'GO:0004674', 'GO:0006915', 'GO:0007010', 'GO:0035556', 'GO:0007612', 'GO:0007626', 'GO:0007613', 'GO:0140058', 'GO:1990138', 'GO:0006355', 'GO:0043408']"
Q9NQU5,PAK6,134,1,1,"['GO:0030054', 'GO:0005737', 'GO:0005829', 'GO:0001650', 'GO:0005654', 'GO:0014069', 'GO:0005524', 'GO:0045296', 'GO:0106310', 'GO:0004674', 'GO:0006915', 'GO:0007010', 'GO:0035556', 'GO:0007612', 'GO:0007626', 'GO:0007613', 'GO:0140058', 'GO:1990138', 'GO:0006355', 'GO:0043408']"
Q9NQU5,BUB1B-PAK6,0,1,1,"['GO:0030054', 'GO:0005737', 'GO:0005829', 'GO:0001650', 'GO:0005654', 'GO:0014069', 'GO:0005524', 'GO:0045296', 'GO:0106310', 'GO:0004674', 'GO:0006915', 'GO:0007010', 'GO:0035556', 'GO:0007612', 'GO:0007626', 'GO:0007613', 'GO:0140058', 'GO:1990138', 'GO:0006355', 'GO:0043408']"
Q9NR09,BIRC6,177,10,0,"['GO:0005813', 'GO:0005829', 'GO:0005768', 'GO:0090543', 'GO:0016020', 'GO:0005815', 'GO:0030496', 'GO:0005634', 'GO:0000922', 'GO:0005802', 'GO:0004869', 'GO:0061631', 'GO:0004842', 'GO:0006915', 'GO:0051301', 'GO:0008283', 'GO:0060711', 'GO:0043066', 'GO:2001237', 'GO:0008284', 'GO:0006468', 'GO:0016567', 'GO:0042127', 'GO:0032465', 'GO:0060712']"
Q9NR12,PDLIM7,180,10,0,"['GO:0015629', 'GO:0005912', 'GO:0005829', 'GO:0031941', 'GO:0005925', 'GO:0005654', 'GO:0001726', 'GO:0001725', 'GO:0030018', 'GO:0003779', 'GO:0046872', 'GO:0051371', 'GO:0030036', 'GO:0030154', 'GO:0007507', 'GO:0061061', 'GO:0001503', 'GO:0006898']"
Q9NR31,SAR1A,107,4,0,"['GO:0030127', 'GO:0005829', 'GO:0070971', 'GO:0005789', 'GO:0032580', 'GO:0005765', 'GO:0140785', 'GO:0003925', 'GO:0005525', 'GO:0003924', 'GO:1990253', 'GO:0048208', 'GO:0090110', 'GO:0006888', 'GO:0006886', 'GO:0061024', 'GO:1904262', 'GO:0070863', 'GO:0003400', 'GO:1903432', 'GO:0016050']"
Q9NR50,EIF2B3,45,4,-4,"['GO:0005737', 'GO:0005829', 'GO:0005851', 'GO:0032045', 'GO:0005085', 'GO:0003743', 'GO:0002183', 'GO:0014003', 'GO:0009749', 'GO:0009408', 'GO:0043434', 'GO:0050852', 'GO:0006413']"
Q9NRG9,AAAS,4026,9,0,"['GO:0005813', 'GO:0005829', 'GO:0016020', 'GO:0072686', 'GO:0005635', 'GO:0031965', 'GO:0005643', 'GO:0005654', 'GO:0005634', 'GO:0000922', 'GO:0009566', 'GO:0007612', 'GO:0001578', 'GO:0090307', 'GO:0051028', 'GO:0006913', 'GO:0015031', 'GO:0046822']"
Q9NRR4,DROSHA,1271,11,-3,"['GO:0005829', 'GO:0098978', 'GO:0070877', 'GO:0005730', 'GO:0005654', 'GO:0005634', 'GO:0014069', 'GO:0017151', 'GO:0001530', 'GO:0046872', 'GO:0070878', 'GO:0042803', 'GO:0070412', 'GO:0004525', 'GO:0003723', 'GO:0046332', 'GO:0050829', 'GO:0050830', 'GO:0010586', 'GO:0010628', 'GO:0031054', 'GO:0031053', 'GO:0050727', 'GO:2000628', 'GO:0045589', 'GO:0006364']"
Q9NT68,TENM2,38,2,1,"['GO:0030054', 'GO:0005911', 'GO:0030425', 'GO:0043197', 'GO:0005783', 'GO:0030175', 'GO:0005794', 'GO:0030426', 'GO:0043005', 'GO:0005634', 'GO:0005886', 'GO:0016605', 'GO:0045211', 'GO:0045202', 'GO:0005509', 'GO:0050839', 'GO:0046982', 'GO:0042803', 'GO:0005102', 'GO:0098609', 'GO:0007157', 'GO:0000122', 'GO:0048666', 'GO:0051491', 'GO:0098942', 'GO:0007165']"
Q9NUY8,TBC1D23,21,4,0,"['GO:0031410', 'GO:0005829', 'GO:0005794', 'GO:0005802', 'GO:0007420', 'GO:1990403', 'GO:0031175', 'GO:0042147', 'GO:0099041', 'GO:0016192']"
